Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,893,278.929
World,OWID_WRL,894,278.924
World,OWID_WRL,895,278.921
World,OWID_WRL,896,278.92
World,OWID_WRL,897,278.92
World,OWID_WRL,898,278.921
World,OWID_WRL,899,278.923
World,OWID_WRL,900,278.927
World,OWID_WRL,901,278.933
World,OWID_WRL,902,278.939
World,OWID_WRL,903,278.947
World,OWID_WRL,904,278.955
World,OWID_WRL,905,278.965
World,OWID_WRL,906,278.975
World,OWID_WRL,907,278.986
World,OWID_WRL,908,278.998
World,OWID_WRL,909,279.01
World,OWID_WRL,910,279.023
World,OWID_WRL,911,279.036
World,OWID_WRL,912,279.049
World,OWID_WRL,913,279.063
World,OWID_WRL,914,279.077
World,OWID_WRL,915,279.09
World,OWID_WRL,916,279.104
World,OWID_WRL,917,279.117
World,OWID_WRL,918,279.131
World,OWID_WRL,919,279.144
World,OWID_WRL,920,279.156
World,OWID_WRL,921,279.168
World,OWID_WRL,922,279.18
World,OWID_WRL,923,279.19
World,OWID_WRL,924,279.2
World,OWID_WRL,925,279.209
World,OWID_WRL,926,279.217
World,OWID_WRL,927,279.224
World,OWID_WRL,928,279.23
World,OWID_WRL,929,279.235
World,OWID_WRL,930,279.238
World,OWID_WRL,931,279.24
World,OWID_WRL,932,279.241
World,OWID_WRL,933,279.24
World,OWID_WRL,934,279.237
World,OWID_WRL,935,279.233
World,OWID_WRL,936,279.226
World,OWID_WRL,937,279.218
World,OWID_WRL,938,279.208
World,OWID_WRL,939,279.195
World,OWID_WRL,940,279.181
World,OWID_WRL,941,279.164
World,OWID_WRL,942,279.144
World,OWID_WRL,943,279.123
World,OWID_WRL,944,279.098
World,OWID_WRL,945,279.071
World,OWID_WRL,946,279.042
World,OWID_WRL,947,279.011
World,OWID_WRL,948,278.978
World,OWID_WRL,949,278.943
World,OWID_WRL,950,278.908
World,OWID_WRL,951,278.872
World,OWID_WRL,952,278.836
World,OWID_WRL,953,278.799
World,OWID_WRL,954,278.763
World,OWID_WRL,955,278.728
World,OWID_WRL,956,278.694
World,OWID_WRL,957,278.661
World,OWID_WRL,958,278.631
World,OWID_WRL,959,278.602
World,OWID_WRL,960,278.576
World,OWID_WRL,961,278.552
World,OWID_WRL,962,278.532
World,OWID_WRL,963,278.515
World,OWID_WRL,964,278.502
World,OWID_WRL,965,278.493
World,OWID_WRL,966,278.489
World,OWID_WRL,967,278.49
World,OWID_WRL,968,278.496
World,OWID_WRL,969,278.508
World,OWID_WRL,970,278.525
World,OWID_WRL,971,278.547
World,OWID_WRL,972,278.574
World,OWID_WRL,973,278.606
World,OWID_WRL,974,278.642
World,OWID_WRL,975,278.682
World,OWID_WRL,976,278.726
World,OWID_WRL,977,278.774
World,OWID_WRL,978,278.825
World,OWID_WRL,979,278.879
World,OWID_WRL,980,278.935
World,OWID_WRL,981,278.995
World,OWID_WRL,982,279.056
World,OWID_WRL,983,279.119
World,OWID_WRL,984,279.184
World,OWID_WRL,985,279.251
World,OWID_WRL,986,279.318
World,OWID_WRL,987,279.387
World,OWID_WRL,988,279.456
World,OWID_WRL,989,279.525
World,OWID_WRL,990,279.594
World,OWID_WRL,991,279.664
World,OWID_WRL,992,279.732
World,OWID_WRL,993,279.8
World,OWID_WRL,994,279.867
World,OWID_WRL,995,279.933
World,OWID_WRL,996,279.997
World,OWID_WRL,997,280.059
World,OWID_WRL,998,280.119
World,OWID_WRL,999,280.177
World,OWID_WRL,1000,280.232
World,OWID_WRL,1001,280.284
World,OWID_WRL,1002,280.333
World,OWID_WRL,1003,280.379
World,OWID_WRL,1004,280.421
World,OWID_WRL,1005,280.458
World,OWID_WRL,1006,280.492
World,OWID_WRL,1007,280.522
World,OWID_WRL,1008,280.548
World,OWID_WRL,1009,280.572
World,OWID_WRL,1010,280.592
World,OWID_WRL,1011,280.611
World,OWID_WRL,1012,280.627
World,OWID_WRL,1013,280.642
World,OWID_WRL,1014,280.657
World,OWID_WRL,1015,280.67
World,OWID_WRL,1016,280.684
World,OWID_WRL,1017,280.697
World,OWID_WRL,1018,280.712
World,OWID_WRL,1019,280.727
World,OWID_WRL,1020,280.743
World,OWID_WRL,1021,280.762
World,OWID_WRL,1022,280.783
World,OWID_WRL,1023,280.806
World,OWID_WRL,1024,280.833
World,OWID_WRL,1025,280.863
World,OWID_WRL,1026,280.896
World,OWID_WRL,1027,280.934
World,OWID_WRL,1028,280.975
World,OWID_WRL,1029,281.019
World,OWID_WRL,1030,281.067
World,OWID_WRL,1031,281.117
World,OWID_WRL,1032,281.17
World,OWID_WRL,1033,281.226
World,OWID_WRL,1034,281.283
World,OWID_WRL,1035,281.343
World,OWID_WRL,1036,281.404
World,OWID_WRL,1037,281.467
World,OWID_WRL,1038,281.531
World,OWID_WRL,1039,281.596
World,OWID_WRL,1040,281.662
World,OWID_WRL,1041,281.729
World,OWID_WRL,1042,281.796
World,OWID_WRL,1043,281.863
World,OWID_WRL,1044,281.931
World,OWID_WRL,1045,281.998
World,OWID_WRL,1046,282.064
World,OWID_WRL,1047,282.13
World,OWID_WRL,1048,282.194
World,OWID_WRL,1049,282.258
World,OWID_WRL,1050,282.32
World,OWID_WRL,1051,282.38
World,OWID_WRL,1052,282.439
World,OWID_WRL,1053,282.496
World,OWID_WRL,1054,282.55
World,OWID_WRL,1055,282.602
World,OWID_WRL,1056,282.651
World,OWID_WRL,1057,282.697
World,OWID_WRL,1058,282.739
World,OWID_WRL,1059,282.779
World,OWID_WRL,1060,282.815
World,OWID_WRL,1061,282.848
World,OWID_WRL,1062,282.877
World,OWID_WRL,1063,282.904
World,OWID_WRL,1064,282.928
World,OWID_WRL,1065,282.949
World,OWID_WRL,1066,282.968
World,OWID_WRL,1067,282.983
World,OWID_WRL,1068,282.997
World,OWID_WRL,1069,283.008
World,OWID_WRL,1070,283.017
World,OWID_WRL,1071,283.023
World,OWID_WRL,1072,283.028
World,OWID_WRL,1073,283.031
World,OWID_WRL,1074,283.032
World,OWID_WRL,1075,283.031
World,OWID_WRL,1076,283.029
World,OWID_WRL,1077,283.025
World,OWID_WRL,1078,283.02
World,OWID_WRL,1079,283.013
World,OWID_WRL,1080,283.006
World,OWID_WRL,1081,282.997
World,OWID_WRL,1082,282.987
World,OWID_WRL,1083,282.977
World,OWID_WRL,1084,282.966
World,OWID_WRL,1085,282.954
World,OWID_WRL,1086,282.942
World,OWID_WRL,1087,282.929
World,OWID_WRL,1088,282.916
World,OWID_WRL,1089,282.904
World,OWID_WRL,1090,282.89
World,OWID_WRL,1091,282.877
World,OWID_WRL,1092,282.864
World,OWID_WRL,1093,282.852
World,OWID_WRL,1094,282.839
World,OWID_WRL,1095,282.828
World,OWID_WRL,1096,282.816
World,OWID_WRL,1097,282.806
World,OWID_WRL,1098,282.796
World,OWID_WRL,1099,282.787
World,OWID_WRL,1100,282.78
World,OWID_WRL,1101,282.773
World,OWID_WRL,1102,282.768
World,OWID_WRL,1103,282.764
World,OWID_WRL,1104,282.761
World,OWID_WRL,1105,282.76
World,OWID_WRL,1106,282.761
World,OWID_WRL,1107,282.763
World,OWID_WRL,1108,282.767
World,OWID_WRL,1109,282.772
World,OWID_WRL,1110,282.78
World,OWID_WRL,1111,282.788
World,OWID_WRL,1112,282.798
World,OWID_WRL,1113,282.809
World,OWID_WRL,1114,282.822
World,OWID_WRL,1115,282.836
World,OWID_WRL,1116,282.851
World,OWID_WRL,1117,282.867
World,OWID_WRL,1118,282.885
World,OWID_WRL,1119,282.903
World,OWID_WRL,1120,282.922
World,OWID_WRL,1121,282.942
World,OWID_WRL,1122,282.964
World,OWID_WRL,1123,282.986
World,OWID_WRL,1124,283.008
World,OWID_WRL,1125,283.032
World,OWID_WRL,1126,283.056
World,OWID_WRL,1127,283.081
World,OWID_WRL,1128,283.106
World,OWID_WRL,1129,283.132
World,OWID_WRL,1130,283.158
World,OWID_WRL,1131,283.184
World,OWID_WRL,1132,283.211
World,OWID_WRL,1133,283.238
World,OWID_WRL,1134,283.266
World,OWID_WRL,1135,283.293
World,OWID_WRL,1136,283.321
World,OWID_WRL,1137,283.349
World,OWID_WRL,1138,283.377
World,OWID_WRL,1139,283.404
World,OWID_WRL,1140,283.432
World,OWID_WRL,1141,283.46
World,OWID_WRL,1142,283.487
World,OWID_WRL,1143,283.514
World,OWID_WRL,1144,283.541
World,OWID_WRL,1145,283.567
World,OWID_WRL,1146,283.593
World,OWID_WRL,1147,283.618
World,OWID_WRL,1148,283.643
World,OWID_WRL,1149,283.668
World,OWID_WRL,1150,283.691
World,OWID_WRL,1151,283.714
World,OWID_WRL,1152,283.736
World,OWID_WRL,1153,283.758
World,OWID_WRL,1154,283.778
World,OWID_WRL,1155,283.798
World,OWID_WRL,1156,283.817
World,OWID_WRL,1157,283.834
World,OWID_WRL,1158,283.851
World,OWID_WRL,1159,283.866
World,OWID_WRL,1160,283.881
World,OWID_WRL,1161,283.894
World,OWID_WRL,1162,283.906
World,OWID_WRL,1163,283.916
World,OWID_WRL,1164,283.926
World,OWID_WRL,1165,283.935
World,OWID_WRL,1166,283.942
World,OWID_WRL,1167,283.948
World,OWID_WRL,1168,283.954
World,OWID_WRL,1169,283.958
World,OWID_WRL,1170,283.961
World,OWID_WRL,1171,283.964
World,OWID_WRL,1172,283.965
World,OWID_WRL,1173,283.966
World,OWID_WRL,1174,283.965
World,OWID_WRL,1175,283.964
World,OWID_WRL,1176,283.962
World,OWID_WRL,1177,283.959
World,OWID_WRL,1178,283.955
World,OWID_WRL,1179,283.951
World,OWID_WRL,1180,283.946
World,OWID_WRL,1181,283.94
World,OWID_WRL,1182,283.933
World,OWID_WRL,1183,283.926
World,OWID_WRL,1184,283.918
World,OWID_WRL,1185,283.909
World,OWID_WRL,1186,283.9
World,OWID_WRL,1187,283.89
World,OWID_WRL,1188,283.88
World,OWID_WRL,1189,283.869
World,OWID_WRL,1190,283.858
World,OWID_WRL,1191,283.846
World,OWID_WRL,1192,283.833
World,OWID_WRL,1193,283.82
World,OWID_WRL,1194,283.807
World,OWID_WRL,1195,283.794
World,OWID_WRL,1196,283.78
World,OWID_WRL,1197,283.766
World,OWID_WRL,1198,283.751
World,OWID_WRL,1199,283.736
World,OWID_WRL,1200,283.721
World,OWID_WRL,1201,283.706
World,OWID_WRL,1202,283.69
World,OWID_WRL,1203,283.674
World,OWID_WRL,1204,283.658
World,OWID_WRL,1205,283.642
World,OWID_WRL,1206,283.626
World,OWID_WRL,1207,283.61
World,OWID_WRL,1208,283.593
World,OWID_WRL,1209,283.577
World,OWID_WRL,1210,283.56
World,OWID_WRL,1211,283.544
World,OWID_WRL,1212,283.527
World,OWID_WRL,1213,283.51
World,OWID_WRL,1214,283.492
World,OWID_WRL,1215,283.475
World,OWID_WRL,1216,283.457
World,OWID_WRL,1217,283.439
World,OWID_WRL,1218,283.42
World,OWID_WRL,1219,283.401
World,OWID_WRL,1220,283.382
World,OWID_WRL,1221,283.362
World,OWID_WRL,1222,283.342
World,OWID_WRL,1223,283.322
World,OWID_WRL,1224,283.3
World,OWID_WRL,1225,283.279
World,OWID_WRL,1226,283.256
World,OWID_WRL,1227,283.233
World,OWID_WRL,1228,283.21
World,OWID_WRL,1229,283.186
World,OWID_WRL,1230,283.161
World,OWID_WRL,1231,283.135
World,OWID_WRL,1232,283.109
World,OWID_WRL,1233,283.082
World,OWID_WRL,1234,283.054
World,OWID_WRL,1235,283.025
World,OWID_WRL,1236,282.995
World,OWID_WRL,1237,282.964
World,OWID_WRL,1238,282.933
World,OWID_WRL,1239,282.901
World,OWID_WRL,1240,282.867
World,OWID_WRL,1241,282.833
World,OWID_WRL,1242,282.797
World,OWID_WRL,1243,282.761
World,OWID_WRL,1244,282.723
World,OWID_WRL,1245,282.684
World,OWID_WRL,1246,282.644
World,OWID_WRL,1247,282.603
World,OWID_WRL,1248,282.561
World,OWID_WRL,1249,282.517
World,OWID_WRL,1250,282.472
World,OWID_WRL,1251,282.426
World,OWID_WRL,1252,282.378
World,OWID_WRL,1253,282.329
World,OWID_WRL,1254,282.279
World,OWID_WRL,1255,282.227
World,OWID_WRL,1256,282.174
World,OWID_WRL,1257,282.12
World,OWID_WRL,1258,282.063
World,OWID_WRL,1259,282.006
World,OWID_WRL,1260,281.947
World,OWID_WRL,1261,281.888
World,OWID_WRL,1262,281.829
World,OWID_WRL,1263,281.769
World,OWID_WRL,1264,281.71
World,OWID_WRL,1265,281.652
World,OWID_WRL,1266,281.595
World,OWID_WRL,1267,281.539
World,OWID_WRL,1268,281.485
World,OWID_WRL,1269,281.433
World,OWID_WRL,1270,281.384
World,OWID_WRL,1271,281.338
World,OWID_WRL,1272,281.295
World,OWID_WRL,1273,281.256
World,OWID_WRL,1274,281.221
World,OWID_WRL,1275,281.19
World,OWID_WRL,1276,281.164
World,OWID_WRL,1277,281.142
World,OWID_WRL,1278,281.126
World,OWID_WRL,1279,281.113
World,OWID_WRL,1280,281.105
World,OWID_WRL,1281,281.101
World,OWID_WRL,1282,281.101
World,OWID_WRL,1283,281.103
World,OWID_WRL,1284,281.109
World,OWID_WRL,1285,281.118
World,OWID_WRL,1286,281.129
World,OWID_WRL,1287,281.142
World,OWID_WRL,1288,281.158
World,OWID_WRL,1289,281.175
World,OWID_WRL,1290,281.193
World,OWID_WRL,1291,281.213
World,OWID_WRL,1292,281.234
World,OWID_WRL,1293,281.256
World,OWID_WRL,1294,281.278
World,OWID_WRL,1295,281.3
World,OWID_WRL,1296,281.322
World,OWID_WRL,1297,281.343
World,OWID_WRL,1298,281.364
World,OWID_WRL,1299,281.384
World,OWID_WRL,1300,281.403
World,OWID_WRL,1301,281.42
World,OWID_WRL,1302,281.435
World,OWID_WRL,1303,281.449
World,OWID_WRL,1304,281.46
World,OWID_WRL,1305,281.469
World,OWID_WRL,1306,281.475
World,OWID_WRL,1307,281.478
World,OWID_WRL,1308,281.478
World,OWID_WRL,1309,281.475
World,OWID_WRL,1310,281.469
World,OWID_WRL,1311,281.46
World,OWID_WRL,1312,281.448
World,OWID_WRL,1313,281.434
World,OWID_WRL,1314,281.417
World,OWID_WRL,1315,281.398
World,OWID_WRL,1316,281.376
World,OWID_WRL,1317,281.353
World,OWID_WRL,1318,281.327
World,OWID_WRL,1319,281.3
World,OWID_WRL,1320,281.27
World,OWID_WRL,1321,281.239
World,OWID_WRL,1322,281.206
World,OWID_WRL,1323,281.172
World,OWID_WRL,1324,281.136
World,OWID_WRL,1325,281.099
World,OWID_WRL,1326,281.06
World,OWID_WRL,1327,281.021
World,OWID_WRL,1328,280.981
World,OWID_WRL,1329,280.939
World,OWID_WRL,1330,280.897
World,OWID_WRL,1331,280.855
World,OWID_WRL,1332,280.811
World,OWID_WRL,1333,280.767
World,OWID_WRL,1334,280.723
World,OWID_WRL,1335,280.679
World,OWID_WRL,1336,280.635
World,OWID_WRL,1337,280.59
World,OWID_WRL,1338,280.546
World,OWID_WRL,1339,280.502
World,OWID_WRL,1340,280.457
World,OWID_WRL,1341,280.414
World,OWID_WRL,1342,280.371
World,OWID_WRL,1343,280.329
World,OWID_WRL,1344,280.287
World,OWID_WRL,1345,280.246
World,OWID_WRL,1346,280.206
World,OWID_WRL,1347,280.167
World,OWID_WRL,1348,280.13
World,OWID_WRL,1349,280.093
World,OWID_WRL,1350,280.058
World,OWID_WRL,1351,280.024
World,OWID_WRL,1352,279.992
World,OWID_WRL,1353,279.961
World,OWID_WRL,1354,279.932
World,OWID_WRL,1355,279.904
World,OWID_WRL,1356,279.877
World,OWID_WRL,1357,279.851
World,OWID_WRL,1358,279.827
World,OWID_WRL,1359,279.803
World,OWID_WRL,1360,279.781
World,OWID_WRL,1361,279.76
World,OWID_WRL,1362,279.74
World,OWID_WRL,1363,279.722
World,OWID_WRL,1364,279.704
World,OWID_WRL,1365,279.688
World,OWID_WRL,1366,279.672
World,OWID_WRL,1367,279.657
World,OWID_WRL,1368,279.643
World,OWID_WRL,1369,279.631
World,OWID_WRL,1370,279.619
World,OWID_WRL,1371,279.608
World,OWID_WRL,1372,279.597
World,OWID_WRL,1373,279.588
World,OWID_WRL,1374,279.579
World,OWID_WRL,1375,279.571
World,OWID_WRL,1376,279.564
World,OWID_WRL,1377,279.557
World,OWID_WRL,1378,279.551
World,OWID_WRL,1379,279.546
World,OWID_WRL,1380,279.541
World,OWID_WRL,1381,279.537
World,OWID_WRL,1382,279.534
World,OWID_WRL,1383,279.531
World,OWID_WRL,1384,279.528
World,OWID_WRL,1385,279.526
World,OWID_WRL,1386,279.524
World,OWID_WRL,1387,279.522
World,OWID_WRL,1388,279.521
World,OWID_WRL,1389,279.521
World,OWID_WRL,1390,279.52
World,OWID_WRL,1391,279.52
World,OWID_WRL,1392,279.52
World,OWID_WRL,1393,279.52
World,OWID_WRL,1394,279.521
World,OWID_WRL,1395,279.522
World,OWID_WRL,1396,279.522
World,OWID_WRL,1397,279.523
World,OWID_WRL,1398,279.524
World,OWID_WRL,1399,279.525
World,OWID_WRL,1400,279.526
World,OWID_WRL,1401,279.527
World,OWID_WRL,1402,279.528
World,OWID_WRL,1403,279.529
World,OWID_WRL,1404,279.529
World,OWID_WRL,1405,279.53
World,OWID_WRL,1406,279.53
World,OWID_WRL,1407,279.531
World,OWID_WRL,1408,279.531
World,OWID_WRL,1409,279.53
World,OWID_WRL,1410,279.53
World,OWID_WRL,1411,279.529
World,OWID_WRL,1412,279.528
World,OWID_WRL,1413,279.527
World,OWID_WRL,1414,279.529
World,OWID_WRL,1415,279.534
World,OWID_WRL,1416,279.544
World,OWID_WRL,1417,279.561
World,OWID_WRL,1418,279.586
World,OWID_WRL,1419,279.62
World,OWID_WRL,1420,279.665
World,OWID_WRL,1421,279.723
World,OWID_WRL,1422,279.794
World,OWID_WRL,1423,279.88
World,OWID_WRL,1424,279.983
World,OWID_WRL,1425,280.104
World,OWID_WRL,1426,280.245
World,OWID_WRL,1427,280.407
World,OWID_WRL,1428,280.591
World,OWID_WRL,1429,280.8
World,OWID_WRL,1430,281.032
World,OWID_WRL,1431,281.276
World,OWID_WRL,1432,281.516
World,OWID_WRL,1433,281.747
World,OWID_WRL,1434,281.97
World,OWID_WRL,1435,282.185
World,OWID_WRL,1436,282.393
World,OWID_WRL,1437,282.592
World,OWID_WRL,1438,282.784
World,OWID_WRL,1439,282.969
World,OWID_WRL,1440,283.146
World,OWID_WRL,1441,283.315
World,OWID_WRL,1442,283.478
World,OWID_WRL,1443,283.633
World,OWID_WRL,1444,283.782
World,OWID_WRL,1445,283.923
World,OWID_WRL,1446,284.058
World,OWID_WRL,1447,284.186
World,OWID_WRL,1448,284.308
World,OWID_WRL,1449,284.423
World,OWID_WRL,1450,284.532
World,OWID_WRL,1451,284.634
World,OWID_WRL,1452,284.73
World,OWID_WRL,1453,284.821
World,OWID_WRL,1454,284.905
World,OWID_WRL,1455,284.984
World,OWID_WRL,1456,285.056
World,OWID_WRL,1457,285.124
World,OWID_WRL,1458,285.185
World,OWID_WRL,1459,285.241
World,OWID_WRL,1460,285.293
World,OWID_WRL,1461,285.338
World,OWID_WRL,1462,285.379
World,OWID_WRL,1463,285.415
World,OWID_WRL,1464,285.445
World,OWID_WRL,1465,285.471
World,OWID_WRL,1466,285.493
World,OWID_WRL,1467,285.51
World,OWID_WRL,1468,285.522
World,OWID_WRL,1469,285.53
World,OWID_WRL,1470,285.534
World,OWID_WRL,1471,285.534
World,OWID_WRL,1472,285.529
World,OWID_WRL,1473,285.521
World,OWID_WRL,1474,285.509
World,OWID_WRL,1475,285.493
World,OWID_WRL,1476,285.474
World,OWID_WRL,1477,285.451
World,OWID_WRL,1478,285.425
World,OWID_WRL,1479,285.395
World,OWID_WRL,1480,285.362
World,OWID_WRL,1481,285.327
World,OWID_WRL,1482,285.288
World,OWID_WRL,1483,285.246
World,OWID_WRL,1484,285.202
World,OWID_WRL,1485,285.154
World,OWID_WRL,1486,285.105
World,OWID_WRL,1487,285.053
World,OWID_WRL,1488,284.998
World,OWID_WRL,1489,284.942
World,OWID_WRL,1490,284.883
World,OWID_WRL,1491,284.822
World,OWID_WRL,1492,284.76
World,OWID_WRL,1493,284.695
World,OWID_WRL,1494,284.629
World,OWID_WRL,1495,284.561
World,OWID_WRL,1496,284.492
World,OWID_WRL,1497,284.421
World,OWID_WRL,1498,284.35
World,OWID_WRL,1499,284.276
World,OWID_WRL,1500,284.202
World,OWID_WRL,1501,284.127
World,OWID_WRL,1502,284.051
World,OWID_WRL,1503,283.975
World,OWID_WRL,1504,283.897
World,OWID_WRL,1505,283.82
World,OWID_WRL,1506,283.741
World,OWID_WRL,1507,283.663
World,OWID_WRL,1508,283.584
World,OWID_WRL,1509,283.505
World,OWID_WRL,1510,283.426
World,OWID_WRL,1511,283.347
World,OWID_WRL,1512,283.269
World,OWID_WRL,1513,283.19
World,OWID_WRL,1514,283.113
World,OWID_WRL,1515,283.035
World,OWID_WRL,1516,282.958
World,OWID_WRL,1517,282.882
World,OWID_WRL,1518,282.807
World,OWID_WRL,1519,282.733
World,OWID_WRL,1520,282.66
World,OWID_WRL,1521,282.588
World,OWID_WRL,1522,282.517
World,OWID_WRL,1523,282.448
World,OWID_WRL,1524,282.38
World,OWID_WRL,1525,282.314
World,OWID_WRL,1526,282.249
World,OWID_WRL,1527,282.187
World,OWID_WRL,1528,282.126
World,OWID_WRL,1529,282.067
World,OWID_WRL,1530,282.01
World,OWID_WRL,1531,281.956
World,OWID_WRL,1532,281.903
World,OWID_WRL,1533,281.854
World,OWID_WRL,1534,281.806
World,OWID_WRL,1535,281.762
World,OWID_WRL,1536,281.72
World,OWID_WRL,1537,281.681
World,OWID_WRL,1538,281.645
World,OWID_WRL,1539,281.612
World,OWID_WRL,1540,281.582
World,OWID_WRL,1541,281.556
World,OWID_WRL,1542,281.533
World,OWID_WRL,1543,281.513
World,OWID_WRL,1544,281.497
World,OWID_WRL,1545,281.485
World,OWID_WRL,1546,281.476
World,OWID_WRL,1547,281.472
World,OWID_WRL,1548,281.471
World,OWID_WRL,1549,281.475
World,OWID_WRL,1550,281.483
World,OWID_WRL,1551,281.495
World,OWID_WRL,1552,281.511
World,OWID_WRL,1553,281.532
World,OWID_WRL,1554,281.558
World,OWID_WRL,1555,281.589
World,OWID_WRL,1556,281.624
World,OWID_WRL,1557,281.664
World,OWID_WRL,1558,281.71
World,OWID_WRL,1559,281.761
World,OWID_WRL,1560,281.817
World,OWID_WRL,1561,281.878
World,OWID_WRL,1562,281.944
World,OWID_WRL,1563,282.013
World,OWID_WRL,1564,282.084
World,OWID_WRL,1565,282.156
World,OWID_WRL,1566,282.226
World,OWID_WRL,1567,282.295
World,OWID_WRL,1568,282.36
World,OWID_WRL,1569,282.42
World,OWID_WRL,1570,282.474
World,OWID_WRL,1571,282.52
World,OWID_WRL,1572,282.558
World,OWID_WRL,1573,282.584
World,OWID_WRL,1574,282.599
World,OWID_WRL,1575,282.602
World,OWID_WRL,1576,282.589
World,OWID_WRL,1577,282.561
World,OWID_WRL,1578,282.516
World,OWID_WRL,1579,282.452
World,OWID_WRL,1580,282.368
World,OWID_WRL,1581,282.263
World,OWID_WRL,1582,282.135
World,OWID_WRL,1583,281.984
World,OWID_WRL,1584,281.807
World,OWID_WRL,1585,281.603
World,OWID_WRL,1586,281.372
World,OWID_WRL,1587,281.11
World,OWID_WRL,1588,280.818
World,OWID_WRL,1589,280.495
World,OWID_WRL,1590,280.141
World,OWID_WRL,1591,279.761
World,OWID_WRL,1592,279.358
World,OWID_WRL,1593,278.935
World,OWID_WRL,1594,278.497
World,OWID_WRL,1595,278.047
World,OWID_WRL,1596,277.588
World,OWID_WRL,1597,277.125
World,OWID_WRL,1598,276.66
World,OWID_WRL,1599,276.198
World,OWID_WRL,1600,275.741
World,OWID_WRL,1601,275.294
World,OWID_WRL,1602,274.86
World,OWID_WRL,1603,274.443
World,OWID_WRL,1604,274.046
World,OWID_WRL,1605,273.672
World,OWID_WRL,1606,273.326
World,OWID_WRL,1607,273.012
World,OWID_WRL,1608,272.732
World,OWID_WRL,1609,272.49
World,OWID_WRL,1610,272.29
World,OWID_WRL,1611,272.135
World,OWID_WRL,1612,272.025
World,OWID_WRL,1613,271.958
World,OWID_WRL,1614,271.93
World,OWID_WRL,1615,271.939
World,OWID_WRL,1616,271.982
World,OWID_WRL,1617,272.057
World,OWID_WRL,1618,272.16
World,OWID_WRL,1619,272.289
World,OWID_WRL,1620,272.441
World,OWID_WRL,1621,272.614
World,OWID_WRL,1622,272.803
World,OWID_WRL,1623,273.008
World,OWID_WRL,1624,273.224
World,OWID_WRL,1625,273.45
World,OWID_WRL,1626,273.682
World,OWID_WRL,1627,273.918
World,OWID_WRL,1628,274.155
World,OWID_WRL,1629,274.389
World,OWID_WRL,1630,274.62
World,OWID_WRL,1631,274.845
World,OWID_WRL,1632,275.065
World,OWID_WRL,1633,275.279
World,OWID_WRL,1634,275.486
World,OWID_WRL,1635,275.685
World,OWID_WRL,1636,275.877
World,OWID_WRL,1637,276.06
World,OWID_WRL,1638,276.233
World,OWID_WRL,1639,276.397
World,OWID_WRL,1640,276.55
World,OWID_WRL,1641,276.693
World,OWID_WRL,1642,276.825
World,OWID_WRL,1643,276.946
World,OWID_WRL,1644,277.057
World,OWID_WRL,1645,277.158
World,OWID_WRL,1646,277.25
World,OWID_WRL,1647,277.332
World,OWID_WRL,1648,277.406
World,OWID_WRL,1649,277.47
World,OWID_WRL,1650,277.526
World,OWID_WRL,1651,277.574
World,OWID_WRL,1652,277.615
World,OWID_WRL,1653,277.647
World,OWID_WRL,1654,277.673
World,OWID_WRL,1655,277.691
World,OWID_WRL,1656,277.703
World,OWID_WRL,1657,277.709
World,OWID_WRL,1658,277.708
World,OWID_WRL,1659,277.702
World,OWID_WRL,1660,277.69
World,OWID_WRL,1661,277.673
World,OWID_WRL,1662,277.651
World,OWID_WRL,1663,277.624
World,OWID_WRL,1664,277.594
World,OWID_WRL,1665,277.559
World,OWID_WRL,1666,277.52
World,OWID_WRL,1667,277.478
World,OWID_WRL,1668,277.433
World,OWID_WRL,1669,277.385
World,OWID_WRL,1670,277.335
World,OWID_WRL,1671,277.283
World,OWID_WRL,1672,277.228
World,OWID_WRL,1673,277.172
World,OWID_WRL,1674,277.114
World,OWID_WRL,1675,277.056
World,OWID_WRL,1676,276.996
World,OWID_WRL,1677,276.937
World,OWID_WRL,1678,276.877
World,OWID_WRL,1679,276.817
World,OWID_WRL,1680,276.757
World,OWID_WRL,1681,276.699
World,OWID_WRL,1682,276.641
World,OWID_WRL,1683,276.585
World,OWID_WRL,1684,276.53
World,OWID_WRL,1685,276.477
World,OWID_WRL,1686,276.426
World,OWID_WRL,1687,276.378
World,OWID_WRL,1688,276.333
World,OWID_WRL,1689,276.29
World,OWID_WRL,1690,276.251
World,OWID_WRL,1691,276.216
World,OWID_WRL,1692,276.184
World,OWID_WRL,1693,276.156
World,OWID_WRL,1694,276.131
World,OWID_WRL,1695,276.11
World,OWID_WRL,1696,276.093
World,OWID_WRL,1697,276.079
World,OWID_WRL,1698,276.07
World,OWID_WRL,1699,276.064
World,OWID_WRL,1700,276.062
World,OWID_WRL,1701,276.063
World,OWID_WRL,1702,276.069
World,OWID_WRL,1703,276.078
World,OWID_WRL,1704,276.092
World,OWID_WRL,1705,276.109
World,OWID_WRL,1706,276.13
World,OWID_WRL,1707,276.156
World,OWID_WRL,1708,276.185
World,OWID_WRL,1709,276.218
World,OWID_WRL,1710,276.256
World,OWID_WRL,1711,276.298
World,OWID_WRL,1712,276.343
World,OWID_WRL,1713,276.394
World,OWID_WRL,1714,276.448
World,OWID_WRL,1715,276.506
World,OWID_WRL,1716,276.569
World,OWID_WRL,1717,276.636
World,OWID_WRL,1718,276.707
World,OWID_WRL,1719,276.783
World,OWID_WRL,1720,276.863
