Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,1721,276.948
World,OWID_WRL,1722,277.037
World,OWID_WRL,1723,277.13
World,OWID_WRL,1724,277.227
World,OWID_WRL,1725,277.325
World,OWID_WRL,1726,277.422
World,OWID_WRL,1727,277.515
World,OWID_WRL,1728,277.6
World,OWID_WRL,1729,277.676
World,OWID_WRL,1730,277.739
World,OWID_WRL,1731,277.787
World,OWID_WRL,1732,277.817
World,OWID_WRL,1733,277.826
World,OWID_WRL,1734,277.811
World,OWID_WRL,1735,277.771
World,OWID_WRL,1736,277.709
World,OWID_WRL,1737,277.627
World,OWID_WRL,1738,277.531
World,OWID_WRL,1739,277.424
World,OWID_WRL,1740,277.311
World,OWID_WRL,1741,277.195
World,OWID_WRL,1742,277.082
World,OWID_WRL,1743,276.973
World,OWID_WRL,1744,276.874
World,OWID_WRL,1745,276.783
World,OWID_WRL,1746,276.7
World,OWID_WRL,1747,276.625
World,OWID_WRL,1748,276.557
World,OWID_WRL,1749,276.498
World,OWID_WRL,1750,276.445
World,OWID_WRL,1751,276.401
World,OWID_WRL,1752,276.363
World,OWID_WRL,1753,276.332
World,OWID_WRL,1754,276.307
World,OWID_WRL,1755,276.291
World,OWID_WRL,1756,276.281
World,OWID_WRL,1757,276.28
World,OWID_WRL,1758,276.286
World,OWID_WRL,1759,276.301
World,OWID_WRL,1760,276.324
World,OWID_WRL,1761,276.356
World,OWID_WRL,1762,276.397
World,OWID_WRL,1763,276.447
World,OWID_WRL,1764,276.507
World,OWID_WRL,1765,276.575
World,OWID_WRL,1766,276.649
World,OWID_WRL,1767,276.726
World,OWID_WRL,1768,276.806
World,OWID_WRL,1769,276.884
World,OWID_WRL,1770,276.96
World,OWID_WRL,1771,277.03
World,OWID_WRL,1772,277.093
World,OWID_WRL,1773,277.146
World,OWID_WRL,1774,277.187
World,OWID_WRL,1775,277.217
World,OWID_WRL,1776,277.243
World,OWID_WRL,1777,277.272
World,OWID_WRL,1778,277.312
World,OWID_WRL,1779,277.371
World,OWID_WRL,1780,277.456
World,OWID_WRL,1781,277.575
World,OWID_WRL,1782,277.729
World,OWID_WRL,1783,277.915
World,OWID_WRL,1784,278.128
World,OWID_WRL,1785,278.364
World,OWID_WRL,1786,278.618
World,OWID_WRL,1787,278.885
World,OWID_WRL,1788,279.162
World,OWID_WRL,1789,279.443
World,OWID_WRL,1790,279.724
World,OWID_WRL,1791,280
World,OWID_WRL,1792,280.268
World,OWID_WRL,1793,280.521
World,OWID_WRL,1794,280.757
World,OWID_WRL,1795,280.97
World,OWID_WRL,1796,281.163
World,OWID_WRL,1797,281.342
World,OWID_WRL,1798,281.514
World,OWID_WRL,1799,281.685
World,OWID_WRL,1800,281.863
World,OWID_WRL,1801,282.05
World,OWID_WRL,1802,282.242
World,OWID_WRL,1803,282.436
World,OWID_WRL,1804,282.628
World,OWID_WRL,1805,282.814
World,OWID_WRL,1806,282.991
World,OWID_WRL,1807,283.156
World,OWID_WRL,1808,283.303
World,OWID_WRL,1809,283.431
World,OWID_WRL,1810,283.534
World,OWID_WRL,1811,283.61
World,OWID_WRL,1812,283.655
World,OWID_WRL,1813,283.665
World,OWID_WRL,1814,283.637
World,OWID_WRL,1815,283.567
World,OWID_WRL,1816,283.461
World,OWID_WRL,1817,283.326
World,OWID_WRL,1818,283.17
World,OWID_WRL,1819,283.002
World,OWID_WRL,1820,282.828
World,OWID_WRL,1821,282.658
World,OWID_WRL,1822,282.499
World,OWID_WRL,1823,282.359
World,OWID_WRL,1824,282.245
World,OWID_WRL,1825,282.167
World,OWID_WRL,1826,282.131
World,OWID_WRL,1827,282.145
World,OWID_WRL,1828,282.206
World,OWID_WRL,1829,282.309
World,OWID_WRL,1830,282.448
World,OWID_WRL,1831,282.616
World,OWID_WRL,1832,282.809
World,OWID_WRL,1833,283.02
World,OWID_WRL,1834,283.244
World,OWID_WRL,1835,283.474
World,OWID_WRL,1836,283.708
World,OWID_WRL,1837,283.946
World,OWID_WRL,1838,284.187
World,OWID_WRL,1839,284.433
World,OWID_WRL,1840,284.681
World,OWID_WRL,1841,284.93
World,OWID_WRL,1842,285.178
World,OWID_WRL,1843,285.423
World,OWID_WRL,1844,285.664
World,OWID_WRL,1845,285.9
World,OWID_WRL,1846,286.142
World,OWID_WRL,1847,286.397
World,OWID_WRL,1848,286.648
World,OWID_WRL,1849,286.874
World,OWID_WRL,1850,287.058
World,OWID_WRL,1851,287.19
World,OWID_WRL,1852,287.263
World,OWID_WRL,1853,287.272
World,OWID_WRL,1854,287.223
World,OWID_WRL,1855,287.129
World,OWID_WRL,1856,287.002
World,OWID_WRL,1857,286.853
World,OWID_WRL,1858,286.694
World,OWID_WRL,1859,286.534
World,OWID_WRL,1860,286.386
World,OWID_WRL,1861,286.258
World,OWID_WRL,1862,286.162
World,OWID_WRL,1863,286.107
World,OWID_WRL,1864,286.104
World,OWID_WRL,1865,286.161
World,OWID_WRL,1866,286.278
World,OWID_WRL,1867,286.454
World,OWID_WRL,1868,286.685
World,OWID_WRL,1869,286.954
World,OWID_WRL,1870,287.239
World,OWID_WRL,1871,287.53
World,OWID_WRL,1872,287.815
World,OWID_WRL,1873,288.087
World,OWID_WRL,1874,288.332
World,OWID_WRL,1875,288.534
World,OWID_WRL,1876,288.699
World,OWID_WRL,1877,288.837
World,OWID_WRL,1878,288.959
World,OWID_WRL,1879,289.076
World,OWID_WRL,1880,289.199
World,OWID_WRL,1881,289.339
World,OWID_WRL,1882,289.507
World,OWID_WRL,1883,289.715
World,OWID_WRL,1884,289.972
World,OWID_WRL,1885,290.289
World,OWID_WRL,1886,290.664
World,OWID_WRL,1887,291.088
World,OWID_WRL,1888,291.552
World,OWID_WRL,1889,292.046
World,OWID_WRL,1890,292.558
World,OWID_WRL,1891,293.078
World,OWID_WRL,1892,293.591
World,OWID_WRL,1893,294.085
World,OWID_WRL,1894,294.548
World,OWID_WRL,1895,294.965
World,OWID_WRL,1896,295.313
World,OWID_WRL,1897,295.575
World,OWID_WRL,1898,295.767
World,OWID_WRL,1899,295.91
World,OWID_WRL,1900,296.026
World,OWID_WRL,1901,296.139
World,OWID_WRL,1902,296.276
World,OWID_WRL,1903,296.457
World,OWID_WRL,1904,296.697
World,OWID_WRL,1905,296.998
World,OWID_WRL,1906,297.351
World,OWID_WRL,1907,297.738
World,OWID_WRL,1908,298.144
World,OWID_WRL,1909,298.552
World,OWID_WRL,1910,298.952
World,OWID_WRL,1911,299.353
World,OWID_WRL,1912,299.769
World,OWID_WRL,1913,300.206
World,OWID_WRL,1914,300.66
World,OWID_WRL,1915,301.126
World,OWID_WRL,1916,301.595
World,OWID_WRL,1917,302.059
World,OWID_WRL,1918,302.507
World,OWID_WRL,1919,302.93
World,OWID_WRL,1920,303.325
World,OWID_WRL,1921,303.699
World,OWID_WRL,1922,304.06
World,OWID_WRL,1923,304.417
World,OWID_WRL,1924,304.777
World,OWID_WRL,1925,305.135
World,OWID_WRL,1926,305.491
World,OWID_WRL,1927,305.841
World,OWID_WRL,1928,306.185
World,OWID_WRL,1929,306.522
World,OWID_WRL,1930,306.852
World,OWID_WRL,1931,307.185
World,OWID_WRL,1932,307.526
World,OWID_WRL,1933,307.881
World,OWID_WRL,1934,308.257
World,OWID_WRL,1935,308.651
World,OWID_WRL,1936,309.052
World,OWID_WRL,1937,309.448
World,OWID_WRL,1938,309.821
World,OWID_WRL,1939,310.153
World,OWID_WRL,1940,310.422
World,OWID_WRL,1941,310.622
World,OWID_WRL,1942,310.762
World,OWID_WRL,1943,310.855
World,OWID_WRL,1944,310.916
World,OWID_WRL,1945,310.965
World,OWID_WRL,1946,311.022
World,OWID_WRL,1947,311.099
World,OWID_WRL,1948,311.208
World,OWID_WRL,1949,311.356
World,OWID_WRL,1950,311.543
World,OWID_WRL,1951,311.764
World,OWID_WRL,1952,312.025
World,OWID_WRL,1953,312.337
World,OWID_WRL,1954,312.709
World,OWID_WRL,1955,313.143
World,OWID_WRL,1956,313.633
World,OWID_WRL,1957,314.172
World,OWID_WRL,1958,314.757
World,OWID_WRL,1959,315.383
World,OWID_WRL,1960,316.042
World,OWID_WRL,1961,316.725
World,OWID_WRL,1962,317.428
World,OWID_WRL,1963,318.153
World,OWID_WRL,1964,318.903
World,OWID_WRL,1965,319.686
World,OWID_WRL,1966,320.51
World,OWID_WRL,1967,321.378
World,OWID_WRL,1968,322.292
World,OWID_WRL,1969,323.252
World,OWID_WRL,1970,324.257
World,OWID_WRL,1971,325.306
World,OWID_WRL,1972,326.397
World,OWID_WRL,1973,327.532
World,OWID_WRL,1974,328.709
World,OWID_WRL,1975,329.929
World,OWID_WRL,1976,331.195
World,OWID_WRL,1977,332.513
World,OWID_WRL,1978,333.88
World,OWID_WRL,1979,335.291
World,OWID_WRL,1980,336.735
World,OWID_WRL,1981,338.204
World,OWID_WRL,1982,339.691
World,OWID_WRL,1983,341.194
World,OWID_WRL,1984,342.711
World,OWID_WRL,1985,344.236
World,OWID_WRL,1986,345.765
World,OWID_WRL,1987,347.293
World,OWID_WRL,1988,348.811
World,OWID_WRL,1989,350.307
World,OWID_WRL,1990,351.772
World,OWID_WRL,1991,353.212
World,OWID_WRL,1992,354.638
World,OWID_WRL,1993,356.071
World,OWID_WRL,1994,357.534
World,OWID_WRL,1995,359.046
World,OWID_WRL,1996,360.615
World,OWID_WRL,1997,362.24
World,OWID_WRL,1998,363.923
World,OWID_WRL,1999,365.656
World,OWID_WRL,2000,367.43
World,OWID_WRL,2001,369.245
World,OWID_WRL,2002,371.102
World,OWID_WRL,2003,372.998
World,OWID_WRL,2004,374.925
World,OWID_WRL,2005,376.876
World,OWID_WRL,2006,378.847
World,OWID_WRL,2007,380.836
World,OWID_WRL,2008,382.849
World,OWID_WRL,2009,384.892
World,OWID_WRL,2010,386.976
World,OWID_WRL,2011,389.11
World,OWID_WRL,2012,391.302
World,OWID_WRL,2013,393.553
World,OWID_WRL,2014,395.857
World,OWID_WRL,2015,398.205
World,OWID_WRL,2016,400.585
World,OWID_WRL,2017,402.982
World,OWID_WRL,2018,405.385
